"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR1191866","ERR1191867","ERR1191869"
"group_814","","hypothetical protein","1","1","1","10","23","1","15","","710","710","710","CPJADAKE_02026","",""
"group_816","","hypothetical protein","1","1","1","10","27","1","22","","833","833","833","CPJADAKE_02030","",""
"group_817","","hypothetical protein","1","1","1","10","28","1","23","","158","158","158","CPJADAKE_02031","",""
"group_819","","hypothetical protein","1","1","1","10","32","1","27","","305","305","305","CPJADAKE_02035","",""
"group_82","","hypothetical protein","1","1","1","3","147","122","1","","173","173","173","CPJADAKE_01090","",""
"group_820","","hypothetical protein","1","1","1","10","31","1","26","","92","92","92","CPJADAKE_02036","",""
"group_822","","hypothetical protein","1","1","1","1","788","4","64","","350","350","350","CPJADAKE_02038","",""
"group_823","","hypothetical protein","1","1","1","1","787","4","12","","380","380","380","CPJADAKE_02039","",""
"group_824","","hypothetical protein","1","1","1","1","786","4","11","","356","356","356","CPJADAKE_02040","",""
"group_825","","hypothetical protein","1","1","1","1","785","4","10","","185","185","185","CPJADAKE_02041","",""
"group_826","","hypothetical protein","1","1","1","1","784","4","9","","698","698","698","CPJADAKE_02042","",""
"group_827","","hypothetical protein","1","1","1","1","783","4","8","","341","341","341","CPJADAKE_02043","",""
"group_828","","hypothetical protein","1","1","1","1","782","4","7","","266","266","266","CPJADAKE_02044","",""
"group_829","","hypothetical protein","1","1","1","1","781","4","6","","452","452","452","CPJADAKE_02045","",""
"group_830","","hypothetical protein","1","1","1","1","780","4","5","","701","701","701","CPJADAKE_02046","",""
"group_831","","hypothetical protein","1","1","1","1","779","4","4","","992","992","992","CPJADAKE_02047","",""
"group_832","","hypothetical protein","1","1","1","1","778","4","3","","176","176","176","CPJADAKE_02048","",""
"ssb_3","","Single-stranded DNA-binding protein","1","1","1","1","777","4","2","","575","575","575","CPJADAKE_02049","",""
"group_834","","hypothetical protein","1","1","1","1","776","4","1","","284","284","284","CPJADAKE_02050","",""
"group_835","","hypothetical protein","1","1","1","15","4","98","1","","776","776","776","CPJADAKE_02065","",""
"group_836","","hypothetical protein","1","1","1","16","3","47","1","","263","263","263","CPJADAKE_02073","",""
"group_837","","hypothetical protein","1","1","1","16","2","47","3","","2078","2078","2078","CPJADAKE_02074","",""
"group_838","","hypothetical protein","1","1","1","16","1","47","2","","1262","1262","1262","CPJADAKE_02075","",""
"group_839","","hypothetical protein","1","1","1","21","2","68","1","Investigate","260","260","260","CPJADAKE_02085","",""
"group_840","","hypothetical protein","1","1","1","21","1","68","2","Investigate","386","386","386","CPJADAKE_02086","",""
"group_841","","IS3 family transposase ISSpl1","1","1","1","22","1","55","1","Investigate","425","425","425","CPJADAKE_02091","",""
"group_842","","hypothetical protein","1","1","1","20","1","59","1","Investigate","395","395","395","CPJADAKE_02093","",""
"group_843","dnaI","Primosomal protein DnaI","1","1","1","1","653","277","1","","896","896","896","","EJKBOHLF_00047",""
"group_844","","hypothetical protein","1","1","1","1","541","256","1","","287","287","287","","EJKBOHLF_00055",""
"group_845","","hypothetical protein","1","1","1","1","719","195","1","","107","107","107","","EJKBOHLF_00108",""
"group_846","","hypothetical protein","1","1","1","1","718","195","2","","413","413","413","","EJKBOHLF_00109",""
"group_847","","hypothetical protein","1","1","1","1","717","195","3","","551","551","551","","EJKBOHLF_00110",""
"group_850","","hypothetical protein","1","1","1","1","442","43","2","","6794","6794","6794","","EJKBOHLF_00182",""
"group_851","","hypothetical protein","1","1","1","1","1177","197","1","","1022","1022","1022","","EJKBOHLF_00211",""
"group_853","","hypothetical protein","1","1","1","1","1010","175","3","","200","200","200","","EJKBOHLF_00224",""
"group_854","lytA_1","Autolysin","1","1","1","1","1160","175","5","","293","293","293","","EJKBOHLF_00226",""
"group_855","","hypothetical protein","1","1","1","1","1159","175","6","","959","959","959","","EJKBOHLF_00227",""
"group_856","","hypothetical protein","1","1","1","1","1157","175","8","","269","269","269","","EJKBOHLF_00229",""
"group_857","","hypothetical protein","1","1","1","1","1156","175","12","","1769","1769","1769","","EJKBOHLF_00230",""
"mtlR","","Transcriptional regulator MtlR","1","1","1","1","1155","175","11","","1955","1955","1955","","EJKBOHLF_00231",""
"mtlF","","Mannitol-specific phosphotransferase enzyme IIA component","1","1","1","1","1154","175","10","","437","437","437","","EJKBOHLF_00232",""
"mtlD","","Mannitol-1-phosphate 5-dehydrogenase","1","1","1","1","1153","175","9","","1136","1136","1136","","EJKBOHLF_00233",""
"group_861","","hypothetical protein","1","1","1","1","8","233","1","","386","386","386","","EJKBOHLF_00319",""
"group_863","","hypothetical protein","1","1","1","1","56","249","1","","212","212","212","","EJKBOHLF_00379",""
"group_864","xerC_1","Tyrosine recombinase XerC","1","1","1","1","428","178","1","","1226","1226","1226","","EJKBOHLF_00423",""
"group_865","","hypothetical protein","1","1","1","1","429","178","2","","194","194","194","","EJKBOHLF_00424",""
"group_866","","hypothetical protein","1","1","1","1","430","178","3","","812","812","812","","EJKBOHLF_00425",""
"group_867","","hypothetical protein","1","1","1","1","431","178","4","","1409","1409","1409","","EJKBOHLF_00426",""
"group_868","","hypothetical protein","1","1","1","1","432","178","9","","437","437","437","","EJKBOHLF_00427",""
"group_869","","hypothetical protein","1","1","1","1","433","178","8","","686","686","686","","EJKBOHLF_00428",""
"group_87","lytA_2","Autolysin","1","1","1","18","1","69","1","Investigate","125","125","125","CPJADAKE_02098","",""
"group_870","","hypothetical protein","1","1","1","1","434","178","7","","215","215","215","","EJKBOHLF_00429",""
"group_871","","hypothetical protein","1","1","1","1","435","178","6","","1364","1364","1364","","EJKBOHLF_00430",""
"group_872","","hypothetical protein","1","1","1","1","436","178","5","","392","392","392","","EJKBOHLF_00431",""
"group_873","","hypothetical protein","1","1","1","1","263","171","1","","272","272","272","","EJKBOHLF_00467",""
"group_874","","hypothetical protein","1","1","1","1","264","171","2","","383","383","383","","EJKBOHLF_00468",""
"group_875","","hypothetical protein","1","1","1","1","265","171","3","","233","233","233","","EJKBOHLF_00469",""
"group_876","","hypothetical protein","1","1","1","1","266","171","4","","1085","1085","1085","","EJKBOHLF_00470",""
"group_877","","hypothetical protein","1","1","1","1","267","171","5","","641","641","641","","EJKBOHLF_00471",""
"group_878","","hypothetical protein","1","1","1","1","268","171","6","","656","656","656","","EJKBOHLF_00472",""
"group_879","","IS5 family transposase IS1381A","1","1","1","1","269","171","7","","356","356","356","","EJKBOHLF_00473",""
"group_880","","hypothetical protein","1","1","1","1","270","171","8","","1115","1115","1115","","EJKBOHLF_00474",""
"group_881","","hypothetical protein","1","1","1","1","271","171","9","","809","809","809","","EJKBOHLF_00475",""
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","272","171","10","","554","554","554","","EJKBOHLF_00476",""
"btuD_3","","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","273","171","11","","281","281","281","","EJKBOHLF_00477",""
"group_884","","hypothetical protein","1","1","1","1","274","171","12","","761","761","761","","EJKBOHLF_00478",""
"group_885","btuD_4","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","275","171","13","","908","908","908","","EJKBOHLF_00479",""
"Int-Tn","","Transposase from transposon Tn916","1","1","1","1","276","171","14","","1217","1217","1217","","EJKBOHLF_00480",""
"group_887","","hypothetical protein","1","1","1","1","277","171","15","","203","203","203","","EJKBOHLF_00481",""
"group_888","","hypothetical protein","1","1","1","1","278","171","16","","230","230","230","","EJKBOHLF_00482",""
"group_889","","hypothetical protein","1","1","1","1","279","171","17","","422","422","422","","EJKBOHLF_00483",""
"group_890","","hypothetical protein","1","1","1","1","280","171","18","","353","353","353","","EJKBOHLF_00484",""
"tet(M)","","tetracycline resistance ribosomal protection protein Tet(M)","1","1","1","1","281","171","19","","1919","1919","1919","","EJKBOHLF_00485",""
"group_892","","hypothetical protein","1","1","1","1","282","171","52","","914","914","914","","EJKBOHLF_00486",""
"group_893","","hypothetical protein","1","1","1","1","283","171","51","","1001","1001","1001","","EJKBOHLF_00487",""
"group_894","","hypothetical protein","1","1","1","1","284","171","50","","2111","2111","2111","","EJKBOHLF_00488",""
"group_895","","hypothetical protein","1","1","1","1","285","171","49","","2447","2447","2447","","EJKBOHLF_00489",""
"group_896","","hypothetical protein","1","1","1","1","286","171","48","","506","506","506","","EJKBOHLF_00490",""
"group_897","","hypothetical protein","1","1","1","1","287","171","47","","497","497","497","","EJKBOHLF_00491",""
"group_898","","hypothetical protein","1","1","1","1","288","171","46","","221","221","221","","EJKBOHLF_00492",""
"group_899","","ISL3 family transposase IS1165","1","1","1","1","289","171","45","","1247","1247","1247","","EJKBOHLF_00493",""
"group_9","","IS3 family transposase ISSpn11","1","1","1","6","4","18","4","","833","833","833","","EJKBOHLF_01708",""
"pinR","","Serine recombinase PinR","1","1","1","1","91","231","1","","506","506","506","","EJKBOHLF_00935",""
"group_900","","hypothetical protein","1","1","1","1","290","171","44","","131","131","131","","EJKBOHLF_00494",""
"erm","","rRNA adenine N-6-methyltransferase","1","1","1","1","291","171","43","","737","737","737","","EJKBOHLF_00495",""
"group_902","","hypothetical protein","1","1","1","1","292","171","42","","1418","1418","1418","","EJKBOHLF_00496",""
"group_903","","hypothetical protein","1","1","1","1","293","171","41","","1385","1385","1385","","EJKBOHLF_00497",""
"group_904","","hypothetical protein","1","1","1","1","294","171","40","","383","383","383","","EJKBOHLF_00498",""
"group_905","","hypothetical protein","1","1","1","1","295","171","39","","314","314","314","","EJKBOHLF_00499",""
"group_906","","hypothetical protein","1","1","1","1","296","171","38","","854","854","854","","EJKBOHLF_00500",""
"group_907","","hypothetical protein","1","1","1","1","297","171","37","","983","983","983","","EJKBOHLF_00501",""
"group_908","","hypothetical protein","1","1","1","1","298","171","36","","1352","1352","1352","","EJKBOHLF_00502",""
"group_909","","hypothetical protein","1","1","1","1","299","171","35","","554","554","554","","EJKBOHLF_00503",""
"rcsC","","Sensor histidine kinase RcsC","1","1","1","1","300","171","34","","347","347","347","","EJKBOHLF_00504",""
"group_911","","hypothetical protein","1","1","1","1","301","171","33","","287","287","287","","EJKBOHLF_00505",""
"group_912","","hypothetical protein","1","1","1","1","302","171","32","","284","284","284","","EJKBOHLF_00506",""
"group_913","","hypothetical protein","1","1","1","1","303","171","31","","6218","6218","6218","","EJKBOHLF_00507",""
"group_914","","hypothetical protein","1","1","1","1","304","171","30","","410","410","410","","EJKBOHLF_00508",""
"group_915","","hypothetical protein","1","1","1","1","305","171","29","","164","164","164","","EJKBOHLF_00509",""
"group_916","","hypothetical protein","1","1","1","1","306","171","28","","608","608","608","","EJKBOHLF_00510",""
"group_917","","N-acetylmuramoyl-L-alanine amidase domain-containing protein","1","1","1","1","307","171","27","","374","374","374","","EJKBOHLF_00511",""
"group_918","","hypothetical protein","1","1","1","1","308","171","26","","2345","2345","2345","","EJKBOHLF_00512",""
"group_919","","hypothetical protein","1","1","1","1","309","171","25","","2357","2357","2357","","EJKBOHLF_00513",""
"peb1A_2","","Major cell-binding factor","1","1","1","4","17","159","1","","275","275","275","CPJADAKE_01492","",""
"group_920","","hypothetical protein","1","1","1","1","310","171","24","","359","359","359","","EJKBOHLF_00514",""
"group_921","","hypothetical protein","1","1","1","1","311","171","23","","854","854","854","","EJKBOHLF_00515",""
"group_922","","hypothetical protein","1","1","1","1","312","171","22","","242","242","242","","EJKBOHLF_00516",""
"group_923","","hypothetical protein","1","1","1","1","313","171","21","","1877","1877","1877","","EJKBOHLF_00517",""
"group_924","","hypothetical protein","1","1","1","1","314","171","20","","488","488","488","","EJKBOHLF_00518",""
"group_925","","hypothetical protein","1","1","1","1","340","250","1","","587","587","587","","EJKBOHLF_00520",""
"group_926","","hypothetical protein","1","1","1","1","259","15","9","","380","380","380","","EJKBOHLF_00522",""
"group_927","","hypothetical protein","1","1","1","1","258","15","5","","1358","1358","1358","","EJKBOHLF_00524",""
"group_928","","hypothetical protein","1","1","1","1","257","15","4","","101","101","101","","EJKBOHLF_00525",""
"group_929","","hypothetical protein","1","1","1","1","256","15","3","","779","779","779","","EJKBOHLF_00526",""
"group_930","","hypothetical protein","1","1","1","1","255","15","2","","173","173","173","","EJKBOHLF_00527",""
"iga","","Immunoglobulin A1 protease","1","1","1","1","254","15","1","","5891","5891","5891","","EJKBOHLF_00528",""
"group_932","","hypothetical protein","1","1","1","3","183","45","3","","251","251","251","","EJKBOHLF_00548",""
"fucA","","L-fuculose phosphate aldolase","1","1","1","3","178","177","3","","728","728","728","","EJKBOHLF_00552",""
"group_934","","hypothetical protein","1","1","1","3","177","177","4","","3017","3017","3017","","EJKBOHLF_00553",""
"group_935","agaA_1","Alpha-galactosidase AgaA","1","1","1","3","160","177","5","","2216","2216","2216","","EJKBOHLF_00554",""
"group_936","","hypothetical protein","1","1","1","3","161","177","6","","1871","1871","1871","","EJKBOHLF_00555",""
